"AIRPORT_SEQ_ID","AIRPORT_ID","AIRPORT","DISPLAY_AIRPORT_NAME","AIRPORT_STATE_NAME","AIRPORT_STATE_CODE","DISPLAY_CITY_MARKET_NAME_FULL","LAT_DEGREES","LATITUDE","LON_DEGREES","LONGITUDE","AIRPORT_START_DATE","AIRPORT_THRU_DATE",
1010301,10103,"A90","Shannon Pond Airport","Alaska","AK","Shannon Pond, AK",59,59.03916667,158,-158.46388889,2007-01-01,,
1010401,10104,"A91","Omalik Lagoon Airport","Alaska","AK","Omalik Lagoon, AK",69,69.15555556,163,-163.49722222,2007-01-01,,
1010501,10105,"A92","Omolik Lagoon Airport","Alaska","AK","Omolik Lagoon, AK",69,69.14805556,163,-163.51027778,2007-04-01,,
1010601,10106,"A93","Bradley Lake Project Airport","Alaska","AK","Bradley Lake Project, AK",59,59.79166667,151,-151.26666667,2007-04-01,,
1010701,10107,"A94","Ice Strip","Alaska","AK","Barrow, AK",70,70.57416667,155,-155.31805556,2007-01-01,,
1010801,10108,"A95","Ice Strip","Alaska","AK","Barrow, AK",70,70.31194444,153,-153.24916667,2007-03-01,,
1010901,10109,"A96","Ice Strip","Alaska","AK","Barrow, AK",70,70.98083333,157,-157.09500000,2007-03-01,,
1011001,10110,"A97","Akulik Air Strip","Alaska","AK","Akulik, AK",68,68.98555556,163,-163.47972222,2007-06-01,,
1011101,10111,"A98","Deadfall Air Strip","Alaska","AK","Deadfall, AK",69,69.17083333,163,-163.25638889,2007-07-01,,
1011201,10112,"A99","Eagle Creek Airport","Alaska","AK","Eagle Creek, AK",68,68.67666667,162,-162.64694444,2007-07-01,,
1011301,10113,"AA1","Ice Kong","Alaska","AK","Bethel, AK",59,59.95277778,162,-162.61694444,2009-03-01,,
1011601,10116,"AA4","Glacier Split","Alaska","AK","Kachemak Bay, AK",59,59.63333333,151,-151.20833333,2009-06-01,,
1011701,10117,"AA5","Selby Lake Airport","Alaska","AK","Selby Lake, AK",66,66.95583333,155,-155.61500000,2010-01-01,,
1011801,10118,"AAA","Anaa Airport","","","Anaa, French Polynesia",17,-17.35388889,145,-145.50972222,1977-06-01,2011-06-30,
1011802,10118,"AAA","Anaa Airport","","","Anaa, French Polynesia",17,-17.35250000,145,-145.51000000,2011-07-01,,
1011901,10119,"AAB","Arrabury Station","","","Arrabury, Australia",26,-26.70000000,141,141.04166667,1950-01-01,,
1012001,10120,"AAC","El Arish International","","","El Arish, Egypt",31,31.07638889,33,33.83333333,1983-01-01,2011-06-30,
1012002,10120,"AAC","El Arish International","","","El Arish, Egypt",31,31.07333333,33,33.83583333,2011-07-01,,
1012101,10121,"AAE","Rabah Bitat","","","Annaba, Algeria",36,36.82166667,7,7.81000000,1962-07-01,2011-06-30,
1012102,10121,"AAE","Rabah Bitat","","","Annaba, Algeria",36,36.82222222,7,7.80944444,2011-07-01,2018-09-30,
1012103,10121,"AAE","Rabah Bitat","","","Annaba, Algeria",36,36.82944444,7,7.81388889,2018-10-01,,
1012201,10122,"AAF","Apalachicola Regional","Florida","FL","Apalachicola, FL",29,29.72750000,85,-85.02750000,2003-01-01,2014-05-31,
1012202,10122,"AAF","Apalachicola Regional Cleve Randolph Field","Florida","FL","Apalachicola, FL",29,29.72750000,85,-85.02750000,2014-06-01,2017-10-31,
1012203,10122,"AAF","Apalachicola Regional","Florida","FL","Apalachicola, FL",29,29.72750000,85,-85.02750000,2017-11-01,2017-11-30,
1012204,10122,"AAF","Apalachicola Regional Cleve Randolph Field","Florida","FL","Apalachicola, FL",29,29.72750000,85,-85.02750000,2017-12-01,,
1012301,10123,"AAH","Aachen/Merzbruck","","","Aachen, West Germany",50,50.82305556,6,6.18611111,1950-01-01,1990-09-30,
1012302,10123,"AAH","Aachen/Merzbruck","","","Aachen, Germany",50,50.82305556,6,6.18611111,1990-10-01,2011-06-30,
1012303,10123,"AAH","Aachen/Merzbruck","","","Aachen, Germany",50,50.82305556,6,6.18750000,2011-07-01,2017-07-31,
1012304,10123,"AAH","Aachen Merzbrueck","","","Aachen, Germany",50,50.82305556,6,6.18750000,2017-08-01,2017-10-31,
1012305,10123,"AAH","Aachen Merzbruck","","","Aachen, Germany",50,50.82305556,6,6.18750000,2017-11-01,2017-11-30,
1012306,10123,"AAH","Aachen Merzbrueck","","","Aachen, Germany",50,50.82305556,6,6.18750000,2017-12-01,,
1012401,10124,"AAI","Arraias Airport","","","Arraias, Brazil",12,-12.91666667,46,-46.93333333,1950-01-01,2011-06-30,
1012402,10124,"AAI","Arraias Airport","","","Arraias, Brazil",13,-13.02500000,46,-46.88416667,2011-07-01,2012-03-31,
1012403,10124,"AAI","Arraias Airport","","","Arraias, Brazil",13,-13.02583333,46,-46.88361111,2012-04-01,2017-10-31,
1012404,10124,"AAI","Arraias Airport","","","Arraias, Brazil",13,-13.02500000,46,-46.88416667,2017-11-01,2017-11-30,
1012405,10124,"AAI","Arraias Airport","","","Arraias, Brazil",13,-13.02583333,46,-46.88361111,2017-12-01,,
1012501,10125,"AAL","Aalborg Airport","","","Aalborg, Denmark",57,57.09305556,9,9.85000000,1950-01-01,2011-06-30,
1012502,10125,"AAL","Aalborg Airport","","","Aalborg, Denmark",57,57.09277778,9,9.84916667,2011-07-01,2019-06-30,
1012503,10125,"AAL","Aalborg Airport","","","Aalborg, Denmark",57,57.09416667,9,9.85583333,2019-07-01,,
1012601,10126,"AAM","Malamala","","","Mala Mala, South Africa",24,-24.80833333,31,31.54166667,1991-03-01,2011-06-30,
1012602,10126,"AAM","Malamala","","","Mala Mala, South Africa",24,-24.81694444,31,31.54416667,2011-07-01,,
1012701,10127,"AAN","Al Ain International","","","Al Ain, United Arab Emirates",24,24.26166667,55,55.60916667,1994-06-01,2012-06-30,
1012702,10127,"AAN","Al Ain International","","","Al Ain, United Arab Emirates",24,24.26194444,55,55.60750000,2012-07-01,2017-02-28,
1012703,10127,"AAN","Al Ain International","","","Al Ain, United Arab Emirates",24,24.26166667,55,55.60916667,2017-03-01,,
1012801,10128,"AAO","Anaco Airport","","","Anaco, Venezuela",9,9.43194444,64,-64.46388889,1950-01-01,2011-06-30,
1012802,10128,"AAO","Anaco Airport","","","Anaco, Venezuela",9,9.43027778,64,-64.47083333,2011-07-01,2012-02-29,
1012803,10128,"AAO","Anaco Airport","","","Anaco, Venezuela",9,9.43000000,64,-64.47083333,2012-03-01,2017-10-31,
1012804,10128,"AAO","Anaco Airport","","","Anaco, Venezuela",9,9.43027778,64,-64.47083333,2017-11-01,2017-11-30,
1012805,10128,"AAO","Anaco Airport","","","Anaco, Venezuela",9,9.43000000,64,-64.47083333,2017-12-01,,
1012901,10129,"AAQ","Vityazevo","","","Anapa, Russia",44,44.90000000,37,37.31666667,1993-06-01,2011-06-30,
1012902,10129,"AAQ","Vityazevo","","","Anapa, Russia",45,45.00222222,37,37.34722222,2011-07-01,2015-03-31,
1012903,10129,"AAQ","Anapa Airport","","","Anapa, Russia",45,45.00222222,37,37.34722222,2015-04-01,2017-10-31,
1012904,10129,"AAQ","Vityazevo","","","Anapa, Russia",45,45.00222222,37,37.34722222,2017-11-01,,
1013001,10130,"AAR","Tirstrup","","","Aarhus, Denmark",56,56.31027778,10,10.61805556,1950-01-01,1992-08-31,
1013002,10130,"AAR","Tirstrup","","","Aarhus, Denmark",56,56.30388889,10,10.62000000,1992-09-01,2011-06-30,
1013003,10130,"AAR","Aarhus Airport","","","Aarhus, Denmark",56,56.30000000,10,10.61888889,2011-07-01,,
1013101,10131,"AAU","Asau W Sam","","","Asau, Samoa",13,-13.51666667,172,-172.65000000,1977-06-01,,
1013201,10132,"AAX","Araxa Airport","","","Araxa, Brazil",19,-19.56805556,46,-46.92916667,1950-01-01,2011-06-30,
1013202,10132,"AAX","Araxa Airport","","","Araxa, Brazil",19,-19.56333333,46,-46.96027778,2011-07-01,2018-09-30,
1013203,10132,"AAX","Romeu Zema","","","Araxa, Brazil",19,-19.56333333,46,-46.96027778,2018-10-01,,
1013401,10134,"ABD","Abadan Airport","","","Abadan, Iran",30,30.36611111,48,48.23222222,1977-06-01,1979-11-30,
1013402,10134,"ABD","Abadan Airport","","","Abadan, Iran",30,30.36611111,48,48.23222222,1979-12-01,2011-06-30,
1013403,10134,"ABD","Abadan Airport","","","Abadan, Iran",30,30.36527778,48,48.23305556,2011-07-01,,
1013501,10135,"ABE","Lehigh Valley International","Pennsylvania","PA","Allentown/Bethlehem/Easton, PA",40,40.65472222,75,-75.43833333,1950-01-01,2011-06-30,
1013502,10135,"ABE","Lehigh Valley International","Pennsylvania","PA","Allentown/Bethlehem/Easton, PA",40,40.65222222,75,-75.44027778,2011-07-01,2012-03-31,
1013503,10135,"ABE","Lehigh Valley International","Pennsylvania","PA","Allentown/Bethlehem/Easton, PA",40,40.65222222,75,-75.44055556,2012-04-01,2017-10-31,
1013504,10135,"ABE","Lehigh Valley International","Pennsylvania","PA","Allentown/Bethlehem/Easton, PA",40,40.65222222,75,-75.44027778,2017-11-01,2017-11-30,
1013505,10135,"ABE","Lehigh Valley International","Pennsylvania","PA","Allentown/Bethlehem/Easton, PA",40,40.65222222,75,-75.44055556,2017-12-01,2019-11-30,
1013506,10135,"ABE","Lehigh Valley International","Pennsylvania","PA","Allentown/Bethlehem/Easton, PA",40,40.65250000,75,-75.44027778,2019-12-01,,
1013601,10136,"ABI","Abilene Regional","Texas","TX","Abilene, TX",32,32.40944444,99,-99.67972222,1950-01-01,1990-08-31,
1013602,10136,"ABI","Abilene Regional","Texas","TX","Abilene, TX",32,32.41111111,99,-99.68166667,1990-09-01,2011-06-30,
1013603,10136,"ABI","Abilene Regional","Texas","TX","Abilene, TX",32,32.41138889,99,-99.68194444,2011-07-01,,
1013701,10137,"ABJ","Abidjan Felix Houphouet Boigny International","","","Abidjan, Cote d'Ivoire",5,5.25555556,3,-3.92916667,1960-08-01,2011-06-30,
1013702,10137,"ABJ","Abidjan Felix Houphouet Boigny International","","","Abidjan, Cote d'Ivoire",5,5.26138889,3,-3.92583333,2011-07-01,2015-03-31,
1013703,10137,"ABJ","Felix Houphouet Boigny Abidjan","","","Abidjan, Cote d'Ivoire",5,5.26138889,3,-3.92583333,2015-04-01,2015-04-30,
1013704,10137,"ABJ","Felix Houphouet Boigny Abidjan International","","","Abidjan, Cote d'Ivoire",5,5.26138889,3,-3.92583333,2015-05-01,2017-10-31,
1013705,10137,"ABJ","Abidjan Felix Houphouet Boigny International","","","Abidjan, Cote d'Ivoire",5,5.26138889,3,-3.92583333,2017-11-01,2017-11-30,
1013706,10137,"ABJ","Felix Houphouet Boigny Abidjan International","","","Abidjan, Cote d'Ivoire",5,5.26138889,3,-3.92583333,2017-12-01,,
1013801,10138,"ABK","Kabri Dar Airport","","","Kabri Dar, Ethiopia",6,6.73388889,44,44.26611111,1976-06-01,2011-06-30,
1013802,10138,"ABK","Kebri Dahar","","","Kabri Dar, Ethiopia",6,6.73277778,44,44.24166667,2011-07-01,2015-03-31,
1013803,10138,"ABK","Kebri Dahar","","","Kabri Dar, Ethiopia",6,6.73277778,44,44.24138889,2015-04-01,2017-10-31,
1013804,10138,"ABK","Kebri Dahar","","","Kabri Dar, Ethiopia",6,6.73277778,44,44.24166667,2017-11-01,2017-11-30,
1013805,10138,"ABK","Kebri Dahar","","","Kabri Dar, Ethiopia",6,6.73277778,44,44.24138889,2017-12-01,,
1013901,10139,"ABL","Ambler River","Alaska","AK","Ambler, AK",67,67.08750000,157,-157.84583333,1950-01-01,,
1014001,10140,"ABQ","Albuquerque International Sunport","New Mexico","NM","Albuquerque, NM",35,35.04166667,106,-106.60638889,1950-01-01,2011-06-30,
1014002,10140,"ABQ","Albuquerque International Sunport","New Mexico","NM","Albuquerque, NM",35,35.04027778,106,-106.60916667,2011-07-01,2014-05-31,
